,text,span1_index,span2_index,span1_text,span2_text,idx,label,prompt,log_prob_false,log_prob_true,prediction,log_prob_false_chat,log_prob_true_chat,prediction_chat
63,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father , he was twelve years old.",0,21,Fred,he,304,1,"FRED is the only man alive who still remembers my father as an infant. When Fred first saw my father , HE was twelve years old. Coreference:","tensor(-18.8438, dtype=torch.float16)","tensor(-18.7188, dtype=torch.float16)",1,"tensor(-17.7031, dtype=torch.float16)","tensor(-17.6875, dtype=torch.float16)",1
64,The sculpture rolled off the shelf because it wasn't anchored.,4,7,The shelf,it,475,0,The sculpture rolled off THE shelf because IT wasn't anchored. Coreference:,"tensor(-18.5312, dtype=torch.float16)","tensor(-18.4375, dtype=torch.float16)",1,"tensor(-17.2500, dtype=torch.float16)","tensor(-17.3281, dtype=torch.float16)",0
65,The foxes are getting in at night and attacking the chickens . I shall have to guard them .,9,17,The chickens,them,535,1,The foxes are getting in at night and attacking THE chickens . I shall have to guard THEM . Coreference:,"tensor(-17.5469, dtype=torch.float16)","tensor(-17.4844, dtype=torch.float16)",1,"tensor(-16.6875, dtype=torch.float16)","tensor(-16.7344, dtype=torch.float16)",0
66,Anne gave birth to a daughter last month. She is a very charming woman.,0,8,Anne,She,103,1,ANNE gave birth to a daughter last month. SHE is a very charming woman. Coreference:,"tensor(-17.6406, dtype=torch.float16)","tensor(-17.4844, dtype=torch.float16)",1,"tensor(-15.6875, dtype=torch.float16)","tensor(-15.6406, dtype=torch.float16)",1
67,"Even before they reached town , they could hear a sound like corn popping. Dora asked what it was, and Dad said it was firecrackers.",12,17,corn,it,410,0,"Even before they reached town , they could hear a sound like CORN popping. Dora asked what IT was, and Dad said it was firecrackers. Coreference:","tensor(-18.4062, dtype=torch.float16)","tensor(-18.2812, dtype=torch.float16)",1,"tensor(-16.5156, dtype=torch.float16)","tensor(-16.4844, dtype=torch.float16)",1
68,"Sir Clifford wants me to find him a new groom , about twenty or twenty-one, who knows his business. His old coachman is getting feeble, and he wants a man to work with him and get into his ways, who would be able, when the old man was pensioned off, to step into his place",0,53,Sir Clifford,his,474,0,"SIR Clifford wants me to find him a new groom , about twenty or twenty-one, who knows his business. His old coachman is getting feeble, and he wants a man to work with him and get into his ways, who would be able, when the old man was pensioned off, to step into HIS place Coreference:","tensor(-16.7344, dtype=torch.float16)","tensor(-16.5938, dtype=torch.float16)",1,"tensor(-15.0781, dtype=torch.float16)","tensor(-15.0469, dtype=torch.float16)",1
69,"The dog chased the cat , which ran up a tree. It waited at the bottom.",3,11,The cat,It,283,0,"The dog chased THE cat , which ran up a tree. IT waited at the bottom. Coreference:","tensor(-18.7812, dtype=torch.float16)","tensor(-18.6719, dtype=torch.float16)",1,"tensor(-18.2500, dtype=torch.float16)","tensor(-18.2344, dtype=torch.float16)",1
70,"Then he took a piece of iron the shape of the horse horse's foot , and clapped it on, and drove some nails through the shoe quite into its hoof, so that the shoe was firmly on",12,17,horse's foot,it,96,0,"Then he took a piece of iron the shape of the horse HORSE'S foot , and clapped IT on, and drove some nails through the shoe quite into its hoof, so that the shoe was firmly on Coreference:","tensor(-18.1094, dtype=torch.float16)","tensor(-17.9531, dtype=torch.float16)",1,"tensor(-16.4844, dtype=torch.float16)","tensor(-16.4531, dtype=torch.float16)",1
71,"Fred was supposed to run the dishwasher , but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it off.",5,11,The dishwasher,it,155,0,"Fred was supposed to run THE dishwasher , but he put IT off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it off. Coreference:","tensor(-18.8594, dtype=torch.float16)","tensor(-18.7656, dtype=torch.float16)",1,"tensor(-17.0625, dtype=torch.float16)","tensor(-17.0625, dtype=torch.float16)",0
72,I put the butterfly wing on the table and it broke.,2,9,The butterfly wing,it,427,1,I put THE butterfly wing on the table and IT broke. Coreference:,"tensor(-18.4688, dtype=torch.float16)","tensor(-18.5000, dtype=torch.float16)",0,"tensor(-15.6562, dtype=torch.float16)","tensor(-16.0938, dtype=torch.float16)",0
73,"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it repaired.",3,20,The tree,it,430,0,"In the storm, THE tree fell down and crashed through the roof of my house. Now, I have to get IT repaired. Coreference:","tensor(-18.0781, dtype=torch.float16)","tensor(-17.9844, dtype=torch.float16)",1,"tensor(-16.7969, dtype=torch.float16)","tensor(-16.7969, dtype=torch.float16)",0
74,"The table was piled high with food , and on the floor beside it there were crocks, baskets, and a five-quart pail of milk.",6,13,food,it,176,0,"The table was piled high with FOOD , and on the floor beside IT there were crocks, baskets, and a five-quart pail of milk. Coreference:","tensor(-17.5156, dtype=torch.float16)","tensor(-17.3594, dtype=torch.float16)",1,"tensor(-16.1406, dtype=torch.float16)","tensor(-16.0469, dtype=torch.float16)",1
75,"Fred and Alice had very warm down coats , but they were not prepared for the cold in Alaska.",7,10,coats,they,376,0,"Fred and Alice had very warm down COATS , but THEY were not prepared for the cold in Alaska. Coreference:","tensor(-17.9062, dtype=torch.float16)","tensor(-17.8125, dtype=torch.float16)",1,"tensor(-17.1094, dtype=torch.float16)","tensor(-17.1562, dtype=torch.float16)",0
76,"After a somewhat lengthy conversation, Nancy convinced the housekeeper that there was no immediate cause for alarm. She did not mention the incident at the Hamilton bus station, knowing it would only add to Mrs. Gruen’s uneasiness.",7,17,the housekeeper,She,275,0,"After a somewhat lengthy conversation, Nancy convinced THE housekeeper that there was no immediate cause for alarm. SHE did not mention the incident at the Hamilton bus station, knowing it would only add to Mrs. Gruen’s uneasiness. Coreference:","tensor(-17.4844, dtype=torch.float16)","tensor(-17.3438, dtype=torch.float16)",1,"tensor(-15.9531, dtype=torch.float16)","tensor(-15.9219, dtype=torch.float16)",1
77,Tom gave Ralph a lift to school so he wouldn't have to drive alone.,0,8,Tom,he,189,1,TOM gave Ralph a lift to school so HE wouldn't have to drive alone. Coreference:,"tensor(-18.1719, dtype=torch.float16)","tensor(-18.0469, dtype=torch.float16)",1,"tensor(-16.6875, dtype=torch.float16)","tensor(-16.6562, dtype=torch.float16)",1
78,"If the con artist has succeeded in fooling Sam , he would have gotten a lot of money.",1,10,The con artist,he,26,1,"If THE con artist has succeeded in fooling Sam , HE would have gotten a lot of money. Coreference:","tensor(-19.1406, dtype=torch.float16)","tensor(-19.0625, dtype=torch.float16)",1,"tensor(-17.4062, dtype=torch.float16)","tensor(-17.4219, dtype=torch.float16)",0
79,Of one thing Mark was sure. Harry knew much less than he did.,3,11,Mark,he,455,1,Of one thing MARK was sure. Harry knew much less than HE did. Coreference:,"tensor(-18.3281, dtype=torch.float16)","tensor(-18.1562, dtype=torch.float16)",1,"tensor(-16.2344, dtype=torch.float16)","tensor(-16.1562, dtype=torch.float16)",1
80,Do you suppose that Peter is responsible for the captain ’s illness? Maybe he bribed the cook to put something in his food.,4,21,Peter,his,63,0,Do you suppose that PETER is responsible for the captain ’s illness? Maybe he bribed the cook to put something in HIS food. Coreference:,"tensor(-18.4219, dtype=torch.float16)","tensor(-18.3281, dtype=torch.float16)",1,"tensor(-16.8281, dtype=torch.float16)","tensor(-16.8125, dtype=torch.float16)",1
81,James asked Robert for a favor but he was refused.,2,7,Robert,he,218,0,James asked ROBERT for a favor but HE was refused. Coreference:,"tensor(-18.5156, dtype=torch.float16)","tensor(-18.5156, dtype=torch.float16)",0,"tensor(-16.5000, dtype=torch.float16)","tensor(-16.7812, dtype=torch.float16)",0
82,The firemen arrived after the police because they were coming from so far away.,0,7,The firemen,they,231,1,THE firemen arrived after the police because THEY were coming from so far away. Coreference:,"tensor(-18.1250, dtype=torch.float16)","tensor(-18.0312, dtype=torch.float16)",1,"tensor(-16.2500, dtype=torch.float16)","tensor(-16.2656, dtype=torch.float16)",0
83,"After I saw Bill catching flies and pulling off their wings, I boxed his ears. I showed the master the flies, some crushed and some crawling about helpless, and I showed him the wings on the window sill. I never saw him so angry before; but as Bill was still howling and whining, like the coward that he was, he did not give him any more punishment of that kind, but set him up on a stool for the rest of the afternoon, and said that he should not go out to play for that week.",17,59,the master,he,77,1,"After I saw Bill catching flies and pulling off their wings, I boxed his ears. I showed THE master the flies, some crushed and some crawling about helpless, and I showed him the wings on the window sill. I never saw him so angry before; but as Bill was still howling and whining, like the coward that he was, HE did not give him any more punishment of that kind, but set him up on a stool for the rest of the afternoon, and said that he should not go out to play for that week. Coreference:","tensor(-17.8906, dtype=torch.float16)","tensor(-17.7500, dtype=torch.float16)",1,"tensor(-17.6562, dtype=torch.float16)","tensor(-17.6250, dtype=torch.float16)",1
84,"Mark told Pete many lies about himself, which Pete included in his book. He should have been more skeptical.",2,13,Pete,He,109,1,"Mark told PETE many lies about himself, which Pete included in his book. HE should have been more skeptical. Coreference:","tensor(-18.7031, dtype=torch.float16)","tensor(-18.6406, dtype=torch.float16)",1,"tensor(-17.5312, dtype=torch.float16)","tensor(-17.5781, dtype=torch.float16)",0
85,"Fred and Alice had very warm down coats , but they were not enough for the cold in Alaska.",7,10,coats,they,347,1,"Fred and Alice had very warm down COATS , but THEY were not enough for the cold in Alaska. Coreference:","tensor(-17.8438, dtype=torch.float16)","tensor(-17.7344, dtype=torch.float16)",1,"tensor(-16.9531, dtype=torch.float16)","tensor(-17., dtype=torch.float16)",0
86,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was out.",0,18,The sun,it,348,1,"THE sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, IT was out. Coreference:","tensor(-18.8594, dtype=torch.float16)","tensor(-18.7188, dtype=torch.float16)",1,"tensor(-16.7344, dtype=torch.float16)","tensor(-16.7031, dtype=torch.float16)",1
87,Fred is the only man still alive who remembers my great-grandfather . He is a remarkable man.,9,12,My great-grandfather,He,95,0,Fred is the only man still alive who remembers MY great-grandfather . HE is a remarkable man. Coreference:,"tensor(-17.5781, dtype=torch.float16)","tensor(-17.4688, dtype=torch.float16)",1,"tensor(-16.7500, dtype=torch.float16)","tensor(-16.7188, dtype=torch.float16)",1
88,The man couldn't lift his son because he was so heavy.,0,7,The man,he,400,0,THE man couldn't lift his son because HE was so heavy. Coreference:,"tensor(-18.2812, dtype=torch.float16)","tensor(-18.2188, dtype=torch.float16)",1,"tensor(-16.4688, dtype=torch.float16)","tensor(-16.6406, dtype=torch.float16)",0
89,"Our mistress hired a room for my crippled sister Nelly , and she gave her knitting and needlework when she was able to do it, and when she was ill she sent her dinners and many nice comfortable things and was like a mother to her.",9,14,Nelly,her,374,1,"Our mistress hired a room for my crippled sister NELLY , and she gave HER knitting and needlework when she was able to do it, and when she was ill she sent her dinners and many nice comfortable things and was like a mother to her. Coreference:","tensor(-18.1094, dtype=torch.float16)","tensor(-17.9688, dtype=torch.float16)",1,"tensor(-17.3594, dtype=torch.float16)","tensor(-17.2969, dtype=torch.float16)",1
90,"When Tatyana reached the cabin, her mother was sleeping. She was careful not to disturb her, undressing and climbing back into her berth.",6,21,mother,her,116,0,"When Tatyana reached the cabin, her MOTHER was sleeping. She was careful not to disturb her, undressing and climbing back into HER berth. Coreference:","tensor(-17.9844, dtype=torch.float16)","tensor(-17.8750, dtype=torch.float16)",1,"tensor(-16.2031, dtype=torch.float16)","tensor(-16.1719, dtype=torch.float16)",1
91,So Mark slept. It was daylight when he woke with Warren 's hand upon his shoulder.,1,14,Mark,his,292,1,So MARK slept. It was daylight when he woke with Warren 's hand upon HIS shoulder. Coreference:,"tensor(-17.7656, dtype=torch.float16)","tensor(-17.6562, dtype=torch.float16)",1,"tensor(-16.1562, dtype=torch.float16)","tensor(-16.1250, dtype=torch.float16)",1
92,"George got free tickets to the play, but he gave them to Eric , even though he was particularly eager to see it.",12,16,Eric,he,243,0,"George got free tickets to the play, but he gave them to ERIC , even though HE was particularly eager to see it. Coreference:","tensor(-18.6875, dtype=torch.float16)","tensor(-18.5781, dtype=torch.float16)",1,"tensor(-17.4531, dtype=torch.float16)","tensor(-17.4375, dtype=torch.float16)",1
93,"After I saw Bill catching flies and pulling off their wings, I boxed his ears. I showed the master the flies, some crushed and some crawling about helpless, and I showed him the wings on the window sill. I never saw him so angry before; but as Bill was still howling and whining, like the coward that he was, he did not give him any more punishment of that kind, but set him up on a stool for the rest of the afternoon, and said that he should not go out to play for that week.",3,72,Bill,him,426,1,"After I saw BILL catching flies and pulling off their wings, I boxed his ears. I showed the master the flies, some crushed and some crawling about helpless, and I showed him the wings on the window sill. I never saw him so angry before; but as Bill was still howling and whining, like the coward that he was, he did not give him any more punishment of that kind, but set HIM up on a stool for the rest of the afternoon, and said that he should not go out to play for that week. Coreference:","tensor(-17.9375, dtype=torch.float16)","tensor(-17.7969, dtype=torch.float16)",1,"tensor(-17.6094, dtype=torch.float16)","tensor(-17.5625, dtype=torch.float16)",1
94,"The pony behaved well, sir, and showed no vice; but at last he just threw up his heels and tipped the young gentleman into the thorn hedge. He wanted me to help him out, but I hope you will excuse me, sir, I did not feel inclined to do so.",21,32,young gentleman,him,448,1,"The pony behaved well, sir, and showed no vice; but at last he just threw up his heels and tipped the YOUNG gentleman into the thorn hedge. He wanted me to help HIM out, but I hope you will excuse me, sir, I did not feel inclined to do so. Coreference:","tensor(-17.8125, dtype=torch.float16)","tensor(-17.6719, dtype=torch.float16)",1,"tensor(-16.5938, dtype=torch.float16)","tensor(-16.5469, dtype=torch.float16)",1
95,"Then he took a piece of iron the shape of the horse horse's foot , and clapped it on, and drove some nails through the shoe quite into its hoof, so that the shoe was firmly on",4,17,piece of iron,it,154,1,"Then he took a PIECE of iron the shape of the horse horse's foot , and clapped IT on, and drove some nails through the shoe quite into its hoof, so that the shoe was firmly on Coreference:","tensor(-17.5938, dtype=torch.float16)","tensor(-17.4375, dtype=torch.float16)",1,"tensor(-16.2812, dtype=torch.float16)","tensor(-16.2656, dtype=torch.float16)",1
96,Carol believed that Rebecca suspected that she had stolen the watch.,3,6,Rebecca,she,477,0,Carol believed that REBECCA suspected that SHE had stolen the watch. Coreference:,"tensor(-18.2500, dtype=torch.float16)","tensor(-18.1562, dtype=torch.float16)",1,"tensor(-16.5156, dtype=torch.float16)","tensor(-16.5625, dtype=torch.float16)",0
97,"The mothers of Arthur and Celeste have come to the town to fetch them. They are very happy to have them back, but they scold them just the same because they ran away.",1,23,mothers,they,221,1,"The MOTHERS of Arthur and Celeste have come to the town to fetch them. They are very happy to have them back, but THEY scold them just the same because they ran away. Coreference:","tensor(-18.1562, dtype=torch.float16)","tensor(-18.0469, dtype=torch.float16)",1,"tensor(-16.9062, dtype=torch.float16)","tensor(-16.8906, dtype=torch.float16)",1
98,The man lifted the boy onto his shoulders.,0,6,The man,his,313,1,THE man lifted the boy onto HIS shoulders. Coreference:,"tensor(-17.6562, dtype=torch.float16)","tensor(-17.3906, dtype=torch.float16)",1,"tensor(-16.9688, dtype=torch.float16)","tensor(-16.5625, dtype=torch.float16)",1
99,John hired him self out to Bill to take care of him .,6,2,Bill,him,432,1,John hired him self out to BILL HIM self out to Bill to take care of him . Coreference:,"tensor(-19.4531, dtype=torch.float16)","tensor(-19.3125, dtype=torch.float16)",1,"tensor(-17.4219, dtype=torch.float16)","tensor(-17.4531, dtype=torch.float16)",0
100,"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was hot.",6,31,The dog,it,407,1,"It was a summer afternoon, and THE dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because IT was hot. Coreference:","tensor(-18.6562, dtype=torch.float16)","tensor(-18.5312, dtype=torch.float16)",1,"tensor(-17.0469, dtype=torch.float16)","tensor(-17.0312, dtype=torch.float16)",1
101,"My master and mistress decided to pay a visit to some friends who lived about forty-six miles from our home, and James was to drive them .",1,25,master and mistress,them,86,1,"My MASTER and mistress decided to pay a visit to some friends who lived about forty-six miles from our home, and James was to drive THEM . Coreference:","tensor(-18.1562, dtype=torch.float16)","tensor(-18., dtype=torch.float16)",1,"tensor(-16.3125, dtype=torch.float16)","tensor(-16.2812, dtype=torch.float16)",1
102,Susan knows all about Ann 's personal problems because she is nosy.,0,9,Susan,she,48,1,SUSAN knows all about Ann 's personal problems because SHE is nosy. Coreference:,"tensor(-18.0938, dtype=torch.float16)","tensor(-17.9844, dtype=torch.float16)",1,"tensor(-16.7188, dtype=torch.float16)","tensor(-16.7031, dtype=torch.float16)",1
103,Jane knocked on Susan 's door but she did not answer.,0,7,Jane,she,88,0,JANE knocked on Susan 's door but SHE did not answer. Coreference:,"tensor(-17.8281, dtype=torch.float16)","tensor(-17.6875, dtype=torch.float16)",1,"tensor(-15.5469, dtype=torch.float16)","tensor(-15.6094, dtype=torch.float16)",0
104,Mama came over and sat down beside Alice . Gently she stroked her hair and let the child weep.,0,12,Mama,her,350,0,MAMA came over and sat down beside Alice . Gently she stroked HER hair and let the child weep. Coreference:,"tensor(-18.3281, dtype=torch.float16)","tensor(-18.2031, dtype=torch.float16)",1,"tensor(-16.1875, dtype=torch.float16)","tensor(-16.1719, dtype=torch.float16)",1
105,Sam Goodman 's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood.,8,16,Xenophanes,he,195,1,Sam Goodman 's biography of the Spartan general XENOPHANES conveys a vivid sense of the difficulties HE faced in his childhood. Coreference:,"tensor(-17.9688, dtype=torch.float16)","tensor(-17.8281, dtype=torch.float16)",1,"tensor(-16.6875, dtype=torch.float16)","tensor(-16.6406, dtype=torch.float16)",1
106,"Babar wonders how he can get new clothing. Luckily, a very rich old man who has always been fond of little elephants understands right away that he is longing for a fine suit. As he likes to make people happy, he gives him his wallet.",0,40,Babar,he,246,0,"BABAR wonders how he can get new clothing. Luckily, a very rich old man who has always been fond of little elephants understands right away that he is longing for a fine suit. As he likes to make people happy, HE gives him his wallet. Coreference:","tensor(-18.3438, dtype=torch.float16)","tensor(-18.2031, dtype=torch.float16)",1,"tensor(-17.6562, dtype=torch.float16)","tensor(-17.6250, dtype=torch.float16)",1
107,The foxes are getting in at night and attacking the chickens . I shall have to kill them .,9,17,The chickens,them,395,0,The foxes are getting in at night and attacking THE chickens . I shall have to kill THEM . Coreference:,"tensor(-17.4531, dtype=torch.float16)","tensor(-17.3750, dtype=torch.float16)",1,"tensor(-16.2812, dtype=torch.float16)","tensor(-16.3438, dtype=torch.float16)",0
108,Jim yelled at Kevin because he was so upset.,0,5,Jim,he,439,1,JIM yelled at Kevin because HE was so upset. Coreference:,"tensor(-18.4688, dtype=torch.float16)","tensor(-18.3750, dtype=torch.float16)",1,"tensor(-15.6875, dtype=torch.float16)","tensor(-15.8281, dtype=torch.float16)",0
109,John couldn't see the stage with Billy in front of him because he is so short.,0,12,John,he,390,1,JOHN couldn't see the stage with Billy in front of him because HE is so short. Coreference:,"tensor(-18.7500, dtype=torch.float16)","tensor(-18.6094, dtype=torch.float16)",1,"tensor(-17.7500, dtype=torch.float16)","tensor(-17.7344, dtype=torch.float16)",1
110,"Pam's parents came home and found her having sex with her boyfriend, Paul. They were furious about it.",0,13,Pam's parents,They,7,1,"PAM'S parents came home and found her having sex with her boyfriend, Paul. THEY were furious about it. Coreference:","tensor(-18.3750, dtype=torch.float16)","tensor(-18.2812, dtype=torch.float16)",1,"tensor(-17.1250, dtype=torch.float16)","tensor(-17.1250, dtype=torch.float16)",0
111,"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the majority.",1,23,The sponsors,They,269,0,"When THE sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. THEY were very much in the majority. Coreference:","tensor(-18.1250, dtype=torch.float16)","tensor(-18., dtype=torch.float16)",1,"tensor(-16.6875, dtype=torch.float16)","tensor(-16.6250, dtype=torch.float16)",1
112,The fish ate the worm . It was tasty.,0,6,The fish,It,42,0,THE fish ate the worm . IT was tasty. Coreference:,"tensor(-17.7188, dtype=torch.float16)","tensor(-17.6562, dtype=torch.float16)",1,"tensor(-16.7188, dtype=torch.float16)","tensor(-16.8750, dtype=torch.float16)",0
113,Bill passed the gameboy to John because his turn was over.,0,7,Bill,his,105,1,BILL passed the gameboy to John because HIS turn was over. Coreference:,"tensor(-19.5469, dtype=torch.float16)","tensor(-19.4531, dtype=torch.float16)",1,"tensor(-17.1875, dtype=torch.float16)","tensor(-17.2656, dtype=torch.float16)",0
114,"The mothers of Arthur and Celeste have come to the town to fetch them. They are very happy to have them back, but they scold them just the same because they ran away.",1,14,mothers,They,162,1,"The MOTHERS of Arthur and Celeste have come to the town to fetch them. THEY are very happy to have them back, but they scold them just the same because they ran away. Coreference:","tensor(-18.1094, dtype=torch.float16)","tensor(-18., dtype=torch.float16)",1,"tensor(-16.8594, dtype=torch.float16)","tensor(-16.8438, dtype=torch.float16)",1
115,"Babar wonders how he can get new clothing. Luckily, a very rich old man who has always been fond of little elephants understands right away that he is longing for a fine suit. As he likes to make people happy, he gives him his wallet.",12,42,old man,him,494,0,"Babar wonders how he can get new clothing. Luckily, a very rich OLD man who has always been fond of little elephants understands right away that he is longing for a fine suit. As he likes to make people happy, he gives HIM his wallet. Coreference:","tensor(-18.2188, dtype=torch.float16)","tensor(-18.0938, dtype=torch.float16)",1,"tensor(-17.4375, dtype=torch.float16)","tensor(-17.3906, dtype=torch.float16)",1
116,Sara borrowed the book from the library because she needs it for an article she is working on. She reads it when she gets home from work.,2,10,The book,it,334,1,Sara borrowed THE book from the library because she needs IT for an article she is working on. She reads it when she gets home from work. Coreference:,"tensor(-18.9062, dtype=torch.float16)","tensor(-18.8125, dtype=torch.float16)",1,"tensor(-17.2812, dtype=torch.float16)","tensor(-17.2656, dtype=torch.float16)",1
117,"Fred and Alice had very warm down coats , but they were not prepared for the cold in Alaska.",0,10,Fred and Alice,they,552,1,"FRED and Alice had very warm down coats , but THEY were not prepared for the cold in Alaska. Coreference:","tensor(-17.8438, dtype=torch.float16)","tensor(-17.7500, dtype=torch.float16)",1,"tensor(-16.8750, dtype=torch.float16)","tensor(-16.9375, dtype=torch.float16)",0
118,"Sam took French classes from Adam , because he was known to speak it fluently.",5,8,Adam,he,228,1,"Sam took French classes from ADAM , because HE was known to speak it fluently. Coreference:","tensor(-17.9219, dtype=torch.float16)","tensor(-17.8281, dtype=torch.float16)",1,"tensor(-17.0938, dtype=torch.float16)","tensor(-17.1406, dtype=torch.float16)",0
119,Anna did a lot worse than her good friend Lucy on the test because she had studied so hard.,0,14,Anna,she,251,0,ANNA did a lot worse than her good friend Lucy on the test because SHE had studied so hard. Coreference:,"tensor(-18.2188, dtype=torch.float16)","tensor(-18.1094, dtype=torch.float16)",1,"tensor(-17.0312, dtype=torch.float16)","tensor(-17.0312, dtype=torch.float16)",0
120,"During a game of tag, Ethan chased Luke because he was ""it"".",5,9,Ethan,he,119,1,"During a game of tag, ETHAN chased Luke because HE was ""it"". Coreference:","tensor(-19.1094, dtype=torch.float16)","tensor(-19.0312, dtype=torch.float16)",1,"tensor(-18.1094, dtype=torch.float16)","tensor(-18.1250, dtype=torch.float16)",0
121,"Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was slow.",6,11,Bill,his,47,0,"Dan took the rear seat while BILL claimed the front because HIS ""Dibs!"" was slow. Coreference:","tensor(-18.2188, dtype=torch.float16)","tensor(-18.0625, dtype=torch.float16)",1,"tensor(-17., dtype=torch.float16)","tensor(-16.9375, dtype=torch.float16)",1
122,Joan made sure to thank Susan for all the help she had given.,5,10,Susan,she,20,1,Joan made sure to thank SUSAN for all the help SHE had given. Coreference:,"tensor(-17.5000, dtype=torch.float16)","tensor(-17.3906, dtype=torch.float16)",1,"tensor(-15.9375, dtype=torch.float16)","tensor(-15.9062, dtype=torch.float16)",1
123,"Tatyana managed two guitars and a bag , and still could point out the Freemans : ""Isn't it nice that they have come, Mama!""",2,20,two guitars and a bag,they,353,0,"Tatyana managed TWO guitars and a bag , and still could point out the Freemans : ""Isn't it nice that THEY have come, Mama!"" Coreference:","tensor(-18.0938, dtype=torch.float16)","tensor(-18., dtype=torch.float16)",1,"tensor(-17.5000, dtype=torch.float16)","tensor(-17.5312, dtype=torch.float16)",0
124,Pete envies Martin although he is very successful.,0,4,Pete,he,125,1,PETE envies Martin although HE is very successful. Coreference:,"tensor(-17.5312, dtype=torch.float16)","tensor(-17.5000, dtype=torch.float16)",1,"tensor(-16.2344, dtype=torch.float16)","tensor(-16.1094, dtype=torch.float16)",1
125,Anna did a lot worse than her good friend Lucy on the test because she had studied so hard.,9,14,Lucy,she,364,1,Anna did a lot worse than her good friend LUCY on the test because SHE had studied so hard. Coreference:,"tensor(-18.4531, dtype=torch.float16)","tensor(-18.3438, dtype=torch.float16)",1,"tensor(-17.9375, dtype=torch.float16)","tensor(-17.9375, dtype=torch.float16)",0
126,Emma did not pass the ball to Janie although she saw that she was open.,0,9,Emma,she,211,1,EMMA did not pass the ball to Janie although SHE saw that she was open. Coreference:,"tensor(-18.5469, dtype=torch.float16)","tensor(-18.4375, dtype=torch.float16)",1,"tensor(-17.1250, dtype=torch.float16)","tensor(-17.1094, dtype=torch.float16)",1
127,"Paul tried to call George on the phone, but he wasn't successful.",4,9,George,he,127,0,"Paul tried to call GEORGE on the phone, but HE wasn't successful. Coreference:","tensor(-18.9219, dtype=torch.float16)","tensor(-18.8125, dtype=torch.float16)",1,"tensor(-18.1562, dtype=torch.float16)","tensor(-18.1562, dtype=torch.float16)",0
