,text,span1_index,span2_index,span1_text,span2_text,idx,label,prompt,log_prob_false,log_prob_true,prediction,log_prob_false_chat,log_prob_true_chat,prediction_chat
128,"Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they would dry. Later, he and Tatyana would shell them and cook them for their Sunday dinners.",6,25,beans,them,229,1,"Grant worked hard to harvest his BEANS so he and his family would have enough to eat that winter, His friend Henry let him stack THEM in his barn where they would dry. Later, he and Tatyana would shell them and cook them for their Sunday dinners. Coreference:","tensor(-18.5938, dtype=torch.float16)","tensor(-18.4688, dtype=torch.float16)",1,"tensor(-16.4062, dtype=torch.float16)","tensor(-16.3750, dtype=torch.float16)",1
129,"If the con artist has succeeded in fooling Sam , he would have gotten a lot of money.",8,10,Sam,he,342,0,"If the con artist has succeeded in fooling SAM , HE would have gotten a lot of money. Coreference:","tensor(-18.2500, dtype=torch.float16)","tensor(-18.1875, dtype=torch.float16)",1,"tensor(-16.8750, dtype=torch.float16)","tensor(-16.8750, dtype=torch.float16)",0
130,"The boy continued to whip the pony , and eventually the pony threw him over. John laughed out quite loud. ""Served him right,"" he said.",15,21,John,him,93,0,"The boy continued to whip the pony , and eventually the pony threw him over. JOHN laughed out quite loud. ""Served HIM right,"" he said. Coreference:","tensor(-18.3438, dtype=torch.float16)","tensor(-18.2188, dtype=torch.float16)",1,"tensor(-17.9375, dtype=torch.float16)","tensor(-17.9219, dtype=torch.float16)",1
131,"Equally swoon-worthy is C.K. Dexter Haven , a pallid young dandy holding a jade-handled walking stick, with a poodle asleep at his feet",5,21,Haven,his,40,1,"Equally swoon-worthy is C.K. Dexter HAVEN , a pallid young dandy holding a jade-handled walking stick, with a poodle asleep at HIS feet Coreference:","tensor(-17.9688, dtype=torch.float16)","tensor(-17.8438, dtype=torch.float16)",1,"tensor(-16.3438, dtype=torch.float16)","tensor(-16.2969, dtype=torch.float16)",1
132,"Sam took French classes from Adam , because he was known to speak it fluently.",0,8,Sam,he,204,0,"SAM took French classes from Adam , because HE was known to speak it fluently. Coreference:","tensor(-17.8750, dtype=torch.float16)","tensor(-17.7812, dtype=torch.float16)",1,"tensor(-17.4375, dtype=torch.float16)","tensor(-17.5000, dtype=torch.float16)",0
133,Bob paid for Charlie 's college education. He is very generous.,3,7,Charlie,He,58,0,Bob paid for CHARLIE 's college education. HE is very generous. Coreference:,"tensor(-18.0938, dtype=torch.float16)","tensor(-18.0156, dtype=torch.float16)",1,"tensor(-17.2344, dtype=torch.float16)","tensor(-17.2344, dtype=torch.float16)",0
134,"Bob paid for Charlie 's college education, but now Charlie acts as though it never happened. He is very ungrateful.",3,16,Charlie,He,117,1,"Bob paid for CHARLIE 's college education, but now Charlie acts as though it never happened. HE is very ungrateful. Coreference:","tensor(-18.7500, dtype=torch.float16)","tensor(-18.6250, dtype=torch.float16)",1,"tensor(-17.1094, dtype=torch.float16)","tensor(-17.0938, dtype=torch.float16)",1
135,Sam's drawing was hung just above Tina's and it did look much better with another one below it.,0,8,Sam's drawing,it,11,1,SAM'S drawing was hung just above Tina's and IT did look much better with another one below it. Coreference:,"tensor(-17.5156, dtype=torch.float16)","tensor(-17.3906, dtype=torch.float16)",1,"tensor(-16.5156, dtype=torch.float16)","tensor(-16.5000, dtype=torch.float16)",1
136,"Equally swoon-worthy is C.K. Dexter Haven , a pallid young dandy holding a jade-handled walking stick, with a poodle asleep at his feet",18,21,poodle,his,418,0,"Equally swoon-worthy is C.K. Dexter Haven , a pallid young dandy holding a jade-handled walking stick, with a POODLE asleep at HIS feet Coreference:","tensor(-17.9844, dtype=torch.float16)","tensor(-17.8438, dtype=torch.float16)",1,"tensor(-16.6406, dtype=torch.float16)","tensor(-16.5938, dtype=torch.float16)",1
137,Of one thing Mark was sure. Harry knew much less than he did.,6,11,Harry,he,70,0,Of one thing Mark was sure. HARRY knew much less than HE did. Coreference:,"tensor(-18.3750, dtype=torch.float16)","tensor(-18.2188, dtype=torch.float16)",1,"tensor(-17.0312, dtype=torch.float16)","tensor(-17., dtype=torch.float16)",1
138,This book introduced Shakespeare to Goethe ; it was a fine selection of his writing.,3,13,Shakespeare,his,366,1,This book introduced SHAKESPEARE to Goethe ; it was a fine selection of HIS writing. Coreference:,"tensor(-18.2500, dtype=torch.float16)","tensor(-18.0938, dtype=torch.float16)",1,"tensor(-16.5938, dtype=torch.float16)","tensor(-16.5312, dtype=torch.float16)",1
139,Sam Goodman 's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research.,1,16,Goodman,he,171,1,Sam GOODMAN 's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties HE faced in his research. Coreference:,"tensor(-17.7812, dtype=torch.float16)","tensor(-17.6562, dtype=torch.float16)",1,"tensor(-16.4062, dtype=torch.float16)","tensor(-16.3750, dtype=torch.float16)",1
140,The sculpture rolled off the shelf because it wasn't level.,4,7,The shelf,it,123,1,The sculpture rolled off THE shelf because IT wasn't level. Coreference:,"tensor(-18.3594, dtype=torch.float16)","tensor(-18.2656, dtype=torch.float16)",1,"tensor(-16.8438, dtype=torch.float16)","tensor(-16.9688, dtype=torch.float16)",0
141,Carol believed that Rebecca regretted that she had stolen the watch.,0,6,Carol,she,291,0,CAROL believed that Rebecca regretted that SHE had stolen the watch. Coreference:,"tensor(-18.1562, dtype=torch.float16)","tensor(-18.0625, dtype=torch.float16)",1,"tensor(-16.3125, dtype=torch.float16)","tensor(-16.3125, dtype=torch.float16)",0
142,"Our mistress hired a room for my crippled sister Nelly , and she gave her knitting and needlework when she was able to do it, and when she was ill she sent her dinners and many nice comfortable things and was like a mother to her.",9,32,Nelly,her,209,1,"Our mistress hired a room for my crippled sister NELLY , and she gave her knitting and needlework when she was able to do it, and when she was ill she sent HER dinners and many nice comfortable things and was like a mother to her. Coreference:","tensor(-18.1719, dtype=torch.float16)","tensor(-18.0312, dtype=torch.float16)",1,"tensor(-17.5156, dtype=torch.float16)","tensor(-17.4531, dtype=torch.float16)",1
143,"Ann asked Mary what time the library closes, because she had forgotten.",0,9,Ann,she,284,1,"ANN asked Mary what time the library closes, because SHE had forgotten. Coreference:","tensor(-19.5938, dtype=torch.float16)","tensor(-19.5000, dtype=torch.float16)",1,"tensor(-19.1250, dtype=torch.float16)","tensor(-19.1250, dtype=torch.float16)",0
144,Jane knocked on Susan 's door but she did not get an answer.,0,7,Jane,she,443,1,JANE knocked on Susan 's door but SHE did not get an answer. Coreference:,"tensor(-17.7969, dtype=torch.float16)","tensor(-17.6719, dtype=torch.float16)",1,"tensor(-15.7969, dtype=torch.float16)","tensor(-15.8203, dtype=torch.float16)",0
145,"It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size . The tiniest slip of the scissors will make the hole too large, and even one thread uncut will leave it too small.",33,44,the hole,it,314,1,"It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size . The tiniest slip of the scissors will make THE hole too large, and even one thread uncut will leave IT too small. Coreference:","tensor(-17.7969, dtype=torch.float16)","tensor(-17.6875, dtype=torch.float16)",1,"tensor(-17.0312, dtype=torch.float16)","tensor(-17., dtype=torch.float16)",1
146,"The table was piled high with food , and on the floor beside it there were crocks, baskets, and a five-quart pail of milk.",11,13,floor,it,60,0,"The table was piled high with food , and on the FLOOR beside IT there were crocks, baskets, and a five-quart pail of milk. Coreference:","tensor(-17.5000, dtype=torch.float16)","tensor(-17.3438, dtype=torch.float16)",1,"tensor(-16.9375, dtype=torch.float16)","tensor(-16.8438, dtype=torch.float16)",1
147,"In July, Kamtchatka declared war on Yakutsk . Since Yakutsk 's army was much better equipped and ten times larger, they were defeated within weeks.",6,20,Yakutsk,they,532,0,"In July, Kamtchatka declared war on YAKUTSK . Since Yakutsk 's army was much better equipped and ten times larger, THEY were defeated within weeks. Coreference:","tensor(-17.1094, dtype=torch.float16)","tensor(-17., dtype=torch.float16)",1,"tensor(-16.8438, dtype=torch.float16)","tensor(-16.8438, dtype=torch.float16)",0
148,"Babar wonders how he can get new clothing. Luckily, a very rich old man who has always been fond of little elephants understands right away that he is longing for a fine suit. As he likes to make people happy, he gives him his wallet.",12,26,old man,he,177,0,"Babar wonders how he can get new clothing. Luckily, a very rich OLD man who has always been fond of little elephants understands right away that HE is longing for a fine suit. As he likes to make people happy, he gives him his wallet. Coreference:","tensor(-18.1250, dtype=torch.float16)","tensor(-18., dtype=torch.float16)",1,"tensor(-17.0781, dtype=torch.float16)","tensor(-17.0469, dtype=torch.float16)",1
149,"Babar wonders how he can get new clothing. Luckily, a very rich old man who has always been fond of little elephants understands right away that he is longing for a fine suit. As he likes to make people happy, he gives him his wallet.",0,34,Babar,he,30,0,"BABAR wonders how he can get new clothing. Luckily, a very rich old man who has always been fond of little elephants understands right away that he is longing for a fine suit. As HE likes to make people happy, he gives him his wallet. Coreference:","tensor(-18.3281, dtype=torch.float16)","tensor(-18.1875, dtype=torch.float16)",1,"tensor(-17.8594, dtype=torch.float16)","tensor(-17.8125, dtype=torch.float16)",1
150,Joe paid the detective after he received the final report on the case.,0,5,Joe,he,441,1,JOE paid the detective after HE received the final report on the case. Coreference:,"tensor(-18.5000, dtype=torch.float16)","tensor(-18.4062, dtype=torch.float16)",1,"tensor(-16.6094, dtype=torch.float16)","tensor(-16.6406, dtype=torch.float16)",0
151,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father , he was twelve months old.",9,21,My father,he,333,1,"Fred is the only man alive who still remembers MY father as an infant. When Fred first saw my father , HE was twelve months old. Coreference:","tensor(-18.8125, dtype=torch.float16)","tensor(-18.7031, dtype=torch.float16)",1,"tensor(-17.4375, dtype=torch.float16)","tensor(-17.4062, dtype=torch.float16)",1
152,Steve follows Fred 's example in everything. He influences him hugely.,0,7,Steve,He,235,0,STEVE follows Fred 's example in everything. HE influences him hugely. Coreference:,"tensor(-17.9688, dtype=torch.float16)","tensor(-17.8906, dtype=torch.float16)",1,"tensor(-17.2188, dtype=torch.float16)","tensor(-17.2031, dtype=torch.float16)",1
153,Joe paid the detective after he delivered the final report on the case.,2,5,the detective,he,502,1,Joe paid THE detective after HE delivered the final report on the case. Coreference:,"tensor(-18.3750, dtype=torch.float16)","tensor(-18.2812, dtype=torch.float16)",1,"tensor(-15.9688, dtype=torch.float16)","tensor(-16., dtype=torch.float16)",0
154,"Jane knocked on the door, and Susan answered it. She invited her to come in.",0,9,Jane,She,208,0,"JANE knocked on the door, and Susan answered it. SHE invited her to come in. Coreference:","tensor(-17.9844, dtype=torch.float16)","tensor(-17.8438, dtype=torch.float16)",1,"tensor(-15.7188, dtype=torch.float16)","tensor(-15.7109, dtype=torch.float16)",1
155,Bill passed the gameboy to John because his turn was next.,0,7,Bill,his,551,0,BILL passed the gameboy to John because HIS turn was next. Coreference:,"tensor(-19.5312, dtype=torch.float16)","tensor(-19.4375, dtype=torch.float16)",1,"tensor(-17.3125, dtype=torch.float16)","tensor(-17.3594, dtype=torch.float16)",0
156,"When Tommy dropped his ice cream, Timmy giggled, so father gave him a sympathetic look.",1,11,Tommy,him,522,1,"When TOMMY dropped his ice cream, Timmy giggled, so father gave HIM a sympathetic look. Coreference:","tensor(-18.9688, dtype=torch.float16)","tensor(-18.8438, dtype=torch.float16)",1,"tensor(-17.4844, dtype=torch.float16)","tensor(-17.4375, dtype=torch.float16)",1
157,What about the time you cut up tulip bulbs in the hamburgers because you thought they were onions?,7,15,tulip bulbs,they,223,1,What about the time you cut up TULIP bulbs in the hamburgers because you thought THEY were onions? Coreference:,"tensor(-17.5312, dtype=torch.float16)","tensor(-17.4688, dtype=torch.float16)",1,"tensor(-16.7500, dtype=torch.float16)","tensor(-16.8125, dtype=torch.float16)",0
158,Tom gave Ralph a lift to school so he wouldn't have to walk.,2,8,Ralph,he,102,1,Tom gave RALPH a lift to school so HE wouldn't have to walk. Coreference:,"tensor(-18.6406, dtype=torch.float16)","tensor(-18.5156, dtype=torch.float16)",1,"tensor(-16.8281, dtype=torch.float16)","tensor(-16.8125, dtype=torch.float16)",1
159,The firemen arrived before the police because they were coming from so far away.,0,7,The firemen,they,108,0,THE firemen arrived before the police because THEY were coming from so far away. Coreference:,"tensor(-18.0312, dtype=torch.float16)","tensor(-17.9375, dtype=torch.float16)",1,"tensor(-16.1875, dtype=torch.float16)","tensor(-16.2031, dtype=torch.float16)",0
160,Mama came over and sat down beside Alice . Gently she stroked her hair and let the child weep.,7,10,Alice,she,80,0,Mama came over and sat down beside ALICE . Gently SHE stroked her hair and let the child weep. Coreference:,"tensor(-17.8281, dtype=torch.float16)","tensor(-17.6875, dtype=torch.float16)",1,"tensor(-15.9531, dtype=torch.float16)","tensor(-15.9297, dtype=torch.float16)",1
161,Tom threw his schoolbag down to Ray after he reached the top of the stairs.,0,8,Tom,he,120,1,TOM threw his schoolbag down to Ray after HE reached the top of the stairs. Coreference:,"tensor(-18.9062, dtype=torch.float16)","tensor(-18.7656, dtype=torch.float16)",1,"tensor(-17.8438, dtype=torch.float16)","tensor(-17.7812, dtype=torch.float16)",1
162,Kirilov ceded the presidency to Shatov because he was more popular.,5,7,Shatov,he,92,1,Kirilov ceded the presidency to SHATOV because HE was more popular. Coreference:,"tensor(-18.5312, dtype=torch.float16)","tensor(-18.4375, dtype=torch.float16)",1,"tensor(-17.7969, dtype=torch.float16)","tensor(-17.8281, dtype=torch.float16)",0
163,"As Andrea in the crop duster passed over Susan , she could see the landing gear.",1,10,Andrea,she,444,0,"As ANDREA in the crop duster passed over Susan , SHE could see the landing gear. Coreference:","tensor(-17.3906, dtype=torch.float16)","tensor(-17.2500, dtype=torch.float16)",1,"tensor(-15.4531, dtype=torch.float16)","tensor(-15.4297, dtype=torch.float16)",1
164,"Ann asked Mary what time the library closes, but she had forgotten.",0,9,Ann,she,298,0,"ANN asked Mary what time the library closes, but SHE had forgotten. Coreference:","tensor(-19.5781, dtype=torch.float16)","tensor(-19.4844, dtype=torch.float16)",1,"tensor(-18.6562, dtype=torch.float16)","tensor(-18.6875, dtype=torch.float16)",0
165,The fish ate the worm . It was tasty.,3,6,The worm,It,29,1,The fish ate THE worm . IT was tasty. Coreference:,"tensor(-17.4531, dtype=torch.float16)","tensor(-17.4375, dtype=torch.float16)",1,"tensor(-16.0625, dtype=torch.float16)","tensor(-16.4219, dtype=torch.float16)",0
166,"When Mr. Bond , the veterinarian, came to look at the black horse that lay groaning on the grass, he felt him all over, and shook his head; one of his legs was broken.",10,21,the black horse,him,356,1,"When Mr. Bond , the veterinarian, came to look at THE black horse that lay groaning on the grass, he felt HIM all over, and shook his head; one of his legs was broken. Coreference:","tensor(-17.8750, dtype=torch.float16)","tensor(-17.7344, dtype=torch.float16)",1,"tensor(-17.4062, dtype=torch.float16)","tensor(-17.3438, dtype=torch.float16)",1
167,"When Tatyana reached the cabin, her mother was sleeping. She was careful not to disturb her, undressing and climbing back into her berth.",1,9,Tatyana,She,181,1,"When TATYANA reached the cabin, her mother was sleeping. SHE was careful not to disturb her, undressing and climbing back into her berth. Coreference:","tensor(-18.2500, dtype=torch.float16)","tensor(-18.1250, dtype=torch.float16)",1,"tensor(-16.3438, dtype=torch.float16)","tensor(-16.3281, dtype=torch.float16)",1
168,The city councilmen refused the demonstrators a permit because they feared violence.,4,9,The demonstrators,they,371,0,The city councilmen refused THE demonstrators a permit because THEY feared violence. Coreference:,"tensor(-18.6875, dtype=torch.float16)","tensor(-18.6250, dtype=torch.float16)",1,"tensor(-15.8594, dtype=torch.float16)","tensor(-15.9062, dtype=torch.float16)",0
169,This book introduced Shakespeare to Ovid ; it was a fine selection of his writing.,3,13,Shakespeare,his,357,0,This book introduced SHAKESPEARE to Ovid ; it was a fine selection of HIS writing. Coreference:,"tensor(-18.3750, dtype=torch.float16)","tensor(-18.2344, dtype=torch.float16)",1,"tensor(-16.5938, dtype=torch.float16)","tensor(-16.5312, dtype=torch.float16)",1
170,Madonna fired her trainer because she couldn't stand her boyfriend.,0,5,Madonna,she,403,1,MADONNA fired her trainer because SHE couldn't stand her boyfriend. Coreference:,"tensor(-17.6875, dtype=torch.float16)","tensor(-17.5625, dtype=torch.float16)",1,"tensor(-16.2812, dtype=torch.float16)","tensor(-16.3125, dtype=torch.float16)",0
171,Steve follows Fred 's example in everything. He influences him hugely.,2,7,Fred,He,262,1,Steve follows FRED 's example in everything. HE influences him hugely. Coreference:,"tensor(-18.0469, dtype=torch.float16)","tensor(-17.9688, dtype=torch.float16)",1,"tensor(-17.5625, dtype=torch.float16)","tensor(-17.5625, dtype=torch.float16)",0
172,Jim yelled at Kevin because he was so upset.,3,5,Kevin,he,345,0,Jim yelled at KEVIN because HE was so upset. Coreference:,"tensor(-18.7812, dtype=torch.float16)","tensor(-18.7188, dtype=torch.float16)",1,"tensor(-16.2500, dtype=torch.float16)","tensor(-16.3750, dtype=torch.float16)",0
173,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very concerned.,0,12,Bob,He,46,0,BOB collapsed on the sidewalk. Soon he saw Carl coming to help. HE was very concerned. Coreference:,"tensor(-19.3281, dtype=torch.float16)","tensor(-19.2188, dtype=torch.float16)",1,"tensor(-16.8906, dtype=torch.float16)","tensor(-16.8750, dtype=torch.float16)",1
174,"During a game of tag, Ethan ran from Luke because he was ""it"".",8,10,Luke,he,265,1,"During a game of tag, Ethan ran from LUKE because HE was ""it"". Coreference:","tensor(-19.2812, dtype=torch.float16)","tensor(-19.1875, dtype=torch.float16)",1,"tensor(-18.4375, dtype=torch.float16)","tensor(-18.4688, dtype=torch.float16)",0
175,The table won't fit through the doorway because it is too wide.,0,8,The table,it,67,1,THE table won't fit through the doorway because IT is too wide. Coreference:,"tensor(-17.8750, dtype=torch.float16)","tensor(-17.7812, dtype=torch.float16)",1,"tensor(-16.1250, dtype=torch.float16)","tensor(-16.2031, dtype=torch.float16)",0
176,Anna did a lot better than her good friend Lucy on the test because she had studied so hard.,0,14,Anna,she,421,1,ANNA did a lot better than her good friend Lucy on the test because SHE had studied so hard. Coreference:,"tensor(-18.2188, dtype=torch.float16)","tensor(-18.0938, dtype=torch.float16)",1,"tensor(-17.3438, dtype=torch.float16)","tensor(-17.3281, dtype=torch.float16)",1
177,"Our mistress hired a room for my crippled sister Nelly , and she gave her knitting and needlework when she was able to do it, and when she was ill she sent her dinners and many nice comfortable things and was like a mother to her.",9,14,Nelly,her,505,1,"Our mistress hired a room for my crippled sister NELLY , and she gave HER knitting and needlework when she was able to do it, and when she was ill she sent her dinners and many nice comfortable things and was like a mother to her. Coreference:","tensor(-18.1094, dtype=torch.float16)","tensor(-17.9688, dtype=torch.float16)",1,"tensor(-17.3594, dtype=torch.float16)","tensor(-17.2969, dtype=torch.float16)",1
178,"In July, Kamtchatka declared war on Yakutsk . Since Yakutsk 's army was much better equipped and ten times larger, they were victorious within weeks.",6,20,Yakutsk,they,369,1,"In July, Kamtchatka declared war on YAKUTSK . Since Yakutsk 's army was much better equipped and ten times larger, THEY were victorious within weeks. Coreference:","tensor(-17.1875, dtype=torch.float16)","tensor(-17.0781, dtype=torch.float16)",1,"tensor(-17.0312, dtype=torch.float16)","tensor(-17.0469, dtype=torch.float16)",0
179,"John promised Bill to leave, so an hour later he left.",0,9,John,he,247,1,"JOHN promised Bill to leave, so an hour later HE left. Coreference:","tensor(-18.9062, dtype=torch.float16)","tensor(-18.7656, dtype=torch.float16)",1,"tensor(-17.4062, dtype=torch.float16)","tensor(-17.3750, dtype=torch.float16)",1
180,Tom threw his schoolbag down to Ray after he reached the bottom of the stairs.,0,8,Tom,he,456,0,TOM threw his schoolbag down to Ray after HE reached the bottom of the stairs. Coreference:,"tensor(-18.9062, dtype=torch.float16)","tensor(-18.7656, dtype=torch.float16)",1,"tensor(-17.8906, dtype=torch.float16)","tensor(-17.8281, dtype=torch.float16)",1
181,"When Mr. Bond , the veterinarian, came to look at the black horse that lay groaning on the grass, he felt him all over, and shook his head; one of his legs was broken.",1,26,Mr. Bond,his,488,1,"When MR. Bond , the veterinarian, came to look at the black horse that lay groaning on the grass, he felt him all over, and shook HIS head; one of his legs was broken. Coreference:","tensor(-17.8125, dtype=torch.float16)","tensor(-17.6719, dtype=torch.float16)",1,"tensor(-16.4688, dtype=torch.float16)","tensor(-16.4062, dtype=torch.float16)",1
182,"Sergeant Holmes asked the girls to describe the intruder . Nancy not only provided the policeman with an excellent description of the heavyset thirty-year-old prowler, but drew a rough sketch of his face.",7,31,the intruder,his,159,1,"Sergeant Holmes asked the girls to describe THE intruder . Nancy not only provided the policeman with an excellent description of the heavyset thirty-year-old prowler, but drew a rough sketch of HIS face. Coreference:","tensor(-17.0312, dtype=torch.float16)","tensor(-16.9062, dtype=torch.float16)",1,"tensor(-15.2500, dtype=torch.float16)","tensor(-15.2031, dtype=torch.float16)",1
183,"When Tatyana reached the cabin, her mother was sleeping. She was careful not to disturb her , undressing and climbing back into her berth.",1,5,Tatyana,her,112,0,"When TATYANA reached the cabin, HER mother was sleeping. She was careful not to disturb her , undressing and climbing back into her berth. Coreference:","tensor(-18.2500, dtype=torch.float16)","tensor(-18.1406, dtype=torch.float16)",1,"tensor(-16.5312, dtype=torch.float16)","tensor(-16.5000, dtype=torch.float16)",1
184,The foxes are getting in at night and attacking the chickens . They have gotten very bold.,9,12,The chickens,They,94,0,The foxes are getting in at night and attacking THE chickens . THEY have gotten very bold. Coreference:,"tensor(-17.9375, dtype=torch.float16)","tensor(-17.8438, dtype=torch.float16)",1,"tensor(-15.8281, dtype=torch.float16)","tensor(-15.8125, dtype=torch.float16)",1
185,Thomson visited Cooper 's grave in 1765. At that date he had been travelling for five years.,0,10,Thomson,he,111,1,THOMSON visited Cooper 's grave in 1765. At that date HE had been travelling for five years. Coreference:,"tensor(-17.7188, dtype=torch.float16)","tensor(-17.5938, dtype=torch.float16)",1,"tensor(-16.7969, dtype=torch.float16)","tensor(-16.7656, dtype=torch.float16)",1
186,"George got free tickets to the play, but he gave them to Eric , because he was particularly eager to see it.",12,15,Eric,he,141,1,"George got free tickets to the play, but he gave them to ERIC , because HE was particularly eager to see it. Coreference:","tensor(-18.7812, dtype=torch.float16)","tensor(-18.6719, dtype=torch.float16)",1,"tensor(-18.0625, dtype=torch.float16)","tensor(-18.0469, dtype=torch.float16)",1
187,Do you suppose that Peter is responsible for the captain ’s illness? Maybe he bribed the cook to put something in his food.,4,13,Peter,he,192,1,Do you suppose that PETER is responsible for the captain ’s illness? Maybe HE bribed the cook to put something in his food. Coreference:,"tensor(-18.5938, dtype=torch.float16)","tensor(-18.5000, dtype=torch.float16)",1,"tensor(-16.9844, dtype=torch.float16)","tensor(-16.9688, dtype=torch.float16)",1
188,Anne gave birth to a daughter last month. She is a very charming baby.,0,8,Anne,She,546,0,ANNE gave birth to a daughter last month. SHE is a very charming baby. Coreference:,"tensor(-17.4688, dtype=torch.float16)","tensor(-17.3125, dtype=torch.float16)",1,"tensor(-15.9062, dtype=torch.float16)","tensor(-15.8516, dtype=torch.float16)",1
189,Frank felt vindicated when his longtime rival Bill revealed that he was the winner of the competition.,7,10,Bill,he,45,0,Frank felt vindicated when his longtime rival BILL revealed that HE was the winner of the competition. Coreference:,"tensor(-18.2500, dtype=torch.float16)","tensor(-18.1250, dtype=torch.float16)",1,"tensor(-17.2344, dtype=torch.float16)","tensor(-17.1875, dtype=torch.float16)",1
190,The man lifted the boy onto his bunk bed.,0,6,The man,his,98,0,THE man lifted the boy onto HIS bunk bed. Coreference:,"tensor(-17.8750, dtype=torch.float16)","tensor(-17.7188, dtype=torch.float16)",1,"tensor(-16., dtype=torch.float16)","tensor(-15.5781, dtype=torch.float16)",1
191,Sam Goodman 's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research.,8,16,Xenophanes,he,197,0,Sam Goodman 's biography of the Spartan general XENOPHANES conveys a vivid sense of the difficulties HE faced in his research. Coreference:,"tensor(-17.9688, dtype=torch.float16)","tensor(-17.8438, dtype=torch.float16)",1,"tensor(-16.5625, dtype=torch.float16)","tensor(-16.5312, dtype=torch.float16)",1
192,"Alice looked for her friend Jade in the crowd. Since she always has good luck, Alice spotted her quickly.",5,10,Jade,she,239,0,"Alice looked for her friend JADE in the crowd. Since SHE always has good luck, Alice spotted her quickly. Coreference:","tensor(-18.1406, dtype=torch.float16)","tensor(-18., dtype=torch.float16)",1,"tensor(-16.5625, dtype=torch.float16)","tensor(-16.5312, dtype=torch.float16)",1
193,"The journalists interviewed the stars of the new movie. They were very cooperative, so the interview lasted for a long time.",0,9,The journalists,They,19,0,"THE journalists interviewed the stars of the new movie. THEY were very cooperative, so the interview lasted for a long time. Coreference:","tensor(-18.6875, dtype=torch.float16)","tensor(-18.5781, dtype=torch.float16)",1,"tensor(-17.4844, dtype=torch.float16)","tensor(-17.4375, dtype=torch.float16)",1
194,Sara borrowed the book from the library because she needs it for an article she is working on. She writes it when she gets home from work.,2,20,The book,it,530,0,Sara borrowed THE book from the library because she needs it for an article she is working on. She writes IT when she gets home from work. Coreference:,"tensor(-18.5625, dtype=torch.float16)","tensor(-18.4531, dtype=torch.float16)",1,"tensor(-16.5000, dtype=torch.float16)","tensor(-16.4688, dtype=torch.float16)",1
195,"Lionel is holding captive a scientist, Dr. Vardi , who has invented a device that turns animals invisible; Lionel plans to use it on Geoffrey and send him to steal nuclear material from an army vault.",6,27,Dr. Vardi,him,457,0,"Lionel is holding captive a scientist, DR. Vardi , who has invented a device that turns animals invisible; Lionel plans to use it on Geoffrey and send HIM to steal nuclear material from an army vault. Coreference:","tensor(-17.2188, dtype=torch.float16)","tensor(-17.1094, dtype=torch.float16)",1,"tensor(-15.4531, dtype=torch.float16)","tensor(-15.4531, dtype=torch.float16)",0
196,"The lawyer asked the witness a question, but he was reluctant to repeat it.",0,8,the lawyer,he,23,1,"THE lawyer asked the witness a question, but HE was reluctant to repeat it. Coreference:","tensor(-18.8750, dtype=torch.float16)","tensor(-18.7969, dtype=torch.float16)",1,"tensor(-16.9688, dtype=torch.float16)","tensor(-17., dtype=torch.float16)",0
197,"Paul tried to call George on the phone, but he wasn't successful.",0,9,Paul,he,541,1,"PAUL tried to call George on the phone, but HE wasn't successful. Coreference:","tensor(-18.8438, dtype=torch.float16)","tensor(-18.7500, dtype=torch.float16)",1,"tensor(-17.4531, dtype=torch.float16)","tensor(-17.4531, dtype=torch.float16)",0
198,"Jackson was greatly influenced by Arnold , though he lived two centuries later.",5,8,Arnold,he,367,0,"Jackson was greatly influenced by ARNOLD , though HE lived two centuries later. Coreference:","tensor(-18.1875, dtype=torch.float16)","tensor(-18.0312, dtype=torch.float16)",1,"tensor(-17.4062, dtype=torch.float16)","tensor(-17.3594, dtype=torch.float16)",1
199,Sid explained his theory to Mark but he couldn't understand him.,0,7,Sid,he,74,0,SID explained his theory to Mark but HE couldn't understand him. Coreference:,"tensor(-18.2812, dtype=torch.float16)","tensor(-18.2188, dtype=torch.float16)",1,"tensor(-16.9062, dtype=torch.float16)","tensor(-17.1719, dtype=torch.float16)",0
